YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2019	9	MA	Electric Generators, Electric Utilities	Other	0
2019	9	MA	Electric Generators, Electric Utilities	Petroleum	748
2019	9	MA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	8677
2019	9	MA	Electric Generators, Electric Utilities	Wind	4338
2019	10	MA	Total Electric Power Industry	Total	1499704
2019	10	MA	Total Electric Power Industry	Coal	0
2019	10	MA	Total Electric Power Industry	Pumped Storage	-27076
2019	10	MA	Total Electric Power Industry	Hydroelectric Conventional	64809
2019	10	MA	Total Electric Power Industry	Natural Gas	1175372
2019	10	MA	Total Electric Power Industry	Other	79216
2019	10	MA	Total Electric Power Industry	Petroleum	8887
2019	10	MA	Total Electric Power Industry	Solar Thermal and Photovoltaic	89828
2019	10	MA	Total Electric Power Industry	Other Biomass	79485
2019	10	MA	Total Electric Power Industry	Wind	19818
2019	10	MA	Total Electric Power Industry	Wood and Wood Derived Fuels	9364
2019	10	MA	Combined Heat and Power, Industrial Power	Total	23156
2019	10	MA	Combined Heat and Power, Industrial Power	Coal	0
2019	10	MA	Combined Heat and Power, Industrial Power	Natural Gas	22555
2019	10	MA	Combined Heat and Power, Industrial Power	Other	0
2019	10	MA	Combined Heat and Power, Industrial Power	Petroleum	23
2019	10	MA	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	391
2019	10	MA	Combined Heat and Power, Industrial Power	Wind	186
2019	10	MA	Combined Heat and Power, Commercial Power	Total	57088
2019	10	MA	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	375
2019	10	MA	Combined Heat and Power, Commercial Power	Natural Gas	50687
2019	10	MA	Combined Heat and Power, Commercial Power	Petroleum	495
2019	10	MA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	558
2019	10	MA	Combined Heat and Power, Commercial Power	Other Biomass	2280
2019	10	MA	Combined Heat and Power, Commercial Power	Wind	2693
2019	10	MA	Combined Heat and Power, Electric Power	Total	144562
2019	10	MA	Combined Heat and Power, Electric Power	Natural Gas	144335
2019	10	MA	Combined Heat and Power, Electric Power	Petroleum	227
2019	10	MA	Electric Generators, Independent Power Producers	Total	1232221
2019	10	MA	Electric Generators, Independent Power Producers	Coal	0
2019	10	MA	Electric Generators, Independent Power Producers	Pumped Storage	-27076
2019	10	MA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	49874
2019	10	MA	Electric Generators, Independent Power Producers	Natural Gas	944401
2019	10	MA	Electric Generators, Independent Power Producers	Other	79216
2019	10	MA	Electric Generators, Independent Power Producers	Petroleum	6795
2019	10	MA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	80423
2019	10	MA	Electric Generators, Independent Power Producers	Other Biomass	77205
2019	10	MA	Electric Generators, Independent Power Producers	Wind	12021
2019	10	MA	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	9364
2019	10	MA	Electric Generators, Electric Utilities	Total	42677
2019	10	MA	Electric Generators, Electric Utilities	Hydroelectric Conventional	14560
2019	10	MA	Electric Generators, Electric Utilities	Natural Gas	13395
2019	10	MA	Electric Generators, Electric Utilities	Other	0
2019	10	MA	Electric Generators, Electric Utilities	Petroleum	1347
2019	10	MA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	8456
2019	10	MA	Electric Generators, Electric Utilities	Wind	4918
2019	11	MA	Total Electric Power Industry	Total	1374006
2019	11	MA	Total Electric Power Industry	Coal	0
2019	11	MA	Total Electric Power Industry	Pumped Storage	-36483
2019	11	MA	Total Electric Power Industry	Hydroelectric Conventional	86027
2019	11	MA	Total Electric Power Industry	Natural Gas	1060789
2019	11	MA	Total Electric Power Industry	Other	78629
2019	11	MA	Total Electric Power Industry	Petroleum	7102
2019	11	MA	Total Electric Power Industry	Solar Thermal and Photovoltaic	73456
2019	11	MA	Total Electric Power Industry	Other Biomass	78226
2019	11	MA	Total Electric Power Industry	Wind	18123
2019	11	MA	Total Electric Power Industry	Wood and Wood Derived Fuels	8136
2019	11	MA	Combined Heat and Power, Industrial Power	Total	21059
2019	11	MA	Combined Heat and Power, Industrial Power	Coal	0
2019	11	MA	Combined Heat and Power, Industrial Power	Natural Gas	20491
2019	11	MA	Combined Heat and Power, Industrial Power	Other	0
2019	11	MA	Combined Heat and Power, Industrial Power	Petroleum	94
2019	11	MA	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	301
2019	11	MA	Combined Heat and Power, Industrial Power	Wind	172
2019	11	MA	Combined Heat and Power, Commercial Power	Total	58338
2019	11	MA	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	482
2019	11	MA	Combined Heat and Power, Commercial Power	Natural Gas	52245
2019	11	MA	Combined Heat and Power, Commercial Power	Petroleum	436
2019	11	MA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	437
2019	11	MA	Combined Heat and Power, Commercial Power	Other Biomass	2085
2019	11	MA	Combined Heat and Power, Commercial Power	Wind	2652
2019	11	MA	Combined Heat and Power, Electric Power	Total	172777
2019	11	MA	Combined Heat and Power, Electric Power	Natural Gas	172418
2019	11	MA	Combined Heat and Power, Electric Power	Petroleum	360
2019	11	MA	Electric Generators, Independent Power Producers	Total	1084008
2019	11	MA	Electric Generators, Independent Power Producers	Coal	0
2019	11	MA	Electric Generators, Independent Power Producers	Pumped Storage	-36483
2019	11	MA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	65614
2019	11	MA	Electric Generators, Independent Power Producers	Natural Gas	809935
2019	11	MA	Electric Generators, Independent Power Producers	Other	78629
2019	11	MA	Electric Generators, Independent Power Producers	Petroleum	5079
2019	11	MA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	66103
2019	11	MA	Electric Generators, Independent Power Producers	Other Biomass	76141
2019	11	MA	Electric Generators, Independent Power Producers	Wind	10853
2019	11	MA	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	8136
2019	11	MA	Electric Generators, Electric Utilities	Total	37824
2019	11	MA	Electric Generators, Electric Utilities	Hydroelectric Conventional	19931
2019	11	MA	Electric Generators, Electric Utilities	Natural Gas	5700
2019	11	MA	Electric Generators, Electric Utilities	Other	0
2019	11	MA	Electric Generators, Electric Utilities	Petroleum	1132
2019	11	MA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	6616
2019	11	MA	Electric Generators, Electric Utilities	Wind	4446
2019	12	MA	Total Electric Power Industry	Total	1841263
2019	12	MA	Total Electric Power Industry	Coal	0
2019	12	MA	Total Electric Power Industry	Pumped Storage	-27653
2019	12	MA	Total Electric Power Industry	Hydroelectric Conventional	102887
2019	12	MA	Total Electric Power Industry	Natural Gas	1495223
2019	12	MA	Total Electric Power Industry	Other	82761
2019	12	MA	Total Electric Power Industry	Petroleum	14326
2019	12	MA	Total Electric Power Industry	Solar Thermal and Photovoltaic	61441
2019	12	MA	Total Electric Power Industry	Other Biomass	82628
2019	12	MA	Total Electric Power Industry	Wind	21122
2019	12	MA	Total Electric Power Industry	Wood and Wood Derived Fuels	8528
2019	12	MA	Combined Heat and Power, Industrial Power	Total	22605
2019	12	MA	Combined Heat and Power, Industrial Power	Coal	0
2019	12	MA	Combined Heat and Power, Industrial Power	Natural Gas	22118
2019	12	MA	Combined Heat and Power, Industrial Power	Other	0
2019	12	MA	Combined Heat and Power, Industrial Power	Petroleum	85
2019	12	MA	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	202
2019	12	MA	Combined Heat and Power, Industrial Power	Wind	200
2019	12	MA	Combined Heat and Power, Commercial Power	Total	62185
2019	12	MA	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	594
2019	12	MA	Combined Heat and Power, Commercial Power	Natural Gas	55658
2019	12	MA	Combined Heat and Power, Commercial Power	Petroleum	411
2019	12	MA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	333
2019	12	MA	Combined Heat and Power, Commercial Power	Other Biomass	2381
2019	12	MA	Combined Heat and Power, Commercial Power	Wind	2808
2019	12	MA	Combined Heat and Power, Electric Power	Total	151233
2019	12	MA	Combined Heat and Power, Electric Power	Natural Gas	151233
2019	12	MA	Combined Heat and Power, Electric Power	Petroleum	0
2019	12	MA	Electric Generators, Independent Power Producers	Total	1567278
2019	12	MA	Electric Generators, Independent Power Producers	Coal	0
2019	12	MA	Electric Generators, Independent Power Producers	Pumped Storage	-27653
2019	12	MA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	78062
2019	12	MA	Electric Generators, Independent Power Producers	Natural Gas	1263282
2019	12	MA	Electric Generators, Independent Power Producers	Other	82761
2019	12	MA	Electric Generators, Independent Power Producers	Petroleum	12937
2019	12	MA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	55880
2019	12	MA	Electric Generators, Independent Power Producers	Other Biomass	80246
2019	12	MA	Electric Generators, Independent Power Producers	Wind	13235
2019	12	MA	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	8528
2019	12	MA	Electric Generators, Electric Utilities	Total	37962
2019	12	MA	Electric Generators, Electric Utilities	Hydroelectric Conventional	24231
2019	12	MA	Electric Generators, Electric Utilities	Natural Gas	2932
2019	12	MA	Electric Generators, Electric Utilities	Other	0
2019	12	MA	Electric Generators, Electric Utilities	Petroleum	893
2019	12	MA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	5027
2019	12	MA	Electric Generators, Electric Utilities	Wind	4879
2019	1	ME	Total Electric Power Industry	Total	956080
2019	1	ME	Total Electric Power Industry	Coal	11216
2019	1	ME	Total Electric Power Industry	Hydroelectric Conventional	318721
2019	1	ME	Total Electric Power Industry	Natural Gas	145457
2019	1	ME	Total Electric Power Industry	Other	29185
2019	1	ME	Total Electric Power Industry	Petroleum	4264
2019	1	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	606
2019	1	ME	Total Electric Power Industry	Other Biomass	11166
2019	1	ME	Total Electric Power Industry	Wind	220347
2019	1	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	215117
2019	1	ME	Combined Heat and Power, Industrial Power	Total	150353
2019	1	ME	Combined Heat and Power, Industrial Power	Coal	3166
2019	1	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	11317
2019	1	ME	Combined Heat and Power, Industrial Power	Natural Gas	27152
2019	1	ME	Combined Heat and Power, Industrial Power	Other	10630
2019	1	ME	Combined Heat and Power, Industrial Power	Petroleum	1906
2019	1	ME	Combined Heat and Power, Industrial Power	Other Biomass	540
2019	1	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	95643
2019	1	ME	Combined Heat and Power, Commercial Power	Total	14656
2019	1	ME	Combined Heat and Power, Commercial Power	Natural Gas	2645
2019	1	ME	Combined Heat and Power, Commercial Power	Other	6429
2019	1	ME	Combined Heat and Power, Commercial Power	Petroleum	322
2019	1	ME	Combined Heat and Power, Commercial Power	Other Biomass	5260
2019	1	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	1	ME	Combined Heat and Power, Electric Power	Total	48748
2019	1	ME	Combined Heat and Power, Electric Power	Coal	8051
2019	1	ME	Combined Heat and Power, Electric Power	Natural Gas	0
2019	1	ME	Combined Heat and Power, Electric Power	Other	8514
2019	1	ME	Combined Heat and Power, Electric Power	Petroleum	1772
2019	1	ME	Combined Heat and Power, Electric Power	Other Biomass	24
2019	1	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	30387
2019	1	ME	Electric Generators, Independent Power Producers	Total	742323
2019	1	ME	Electric Generators, Independent Power Producers	Coal	0
2019	1	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	307405
2019	1	ME	Electric Generators, Independent Power Producers	Natural Gas	115659
2019	1	ME	Electric Generators, Independent Power Producers	Other	3612
2019	1	ME	Electric Generators, Independent Power Producers	Petroleum	265
2019	1	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	606
2019	1	ME	Electric Generators, Independent Power Producers	Other Biomass	5342
2019	1	ME	Electric Generators, Independent Power Producers	Wind	220347
2019	1	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	89087
2019	1	ME	Electric Generators, Electric Utilities	Total	0
2019	1	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	2	ME	Total Electric Power Industry	Total	854817
2019	2	ME	Total Electric Power Industry	Coal	7293
2019	2	ME	Total Electric Power Industry	Hydroelectric Conventional	263215
2019	2	ME	Total Electric Power Industry	Natural Gas	141570
2019	2	ME	Total Electric Power Industry	Other	25737
2019	2	ME	Total Electric Power Industry	Petroleum	1565
2019	2	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	621
2019	2	ME	Total Electric Power Industry	Other Biomass	9593
2019	2	ME	Total Electric Power Industry	Wind	212814
2019	2	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	192408
2019	2	ME	Combined Heat and Power, Industrial Power	Total	130566
2019	2	ME	Combined Heat and Power, Industrial Power	Coal	2023
2019	2	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	9189
2019	2	ME	Combined Heat and Power, Industrial Power	Natural Gas	24657
2019	2	ME	Combined Heat and Power, Industrial Power	Other	9638
2019	2	ME	Combined Heat and Power, Industrial Power	Petroleum	1055
2019	2	ME	Combined Heat and Power, Industrial Power	Other Biomass	623
2019	2	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	83381
2019	2	ME	Combined Heat and Power, Commercial Power	Total	11969
2019	2	ME	Combined Heat and Power, Commercial Power	Natural Gas	2394
2019	2	ME	Combined Heat and Power, Commercial Power	Other	5211
2019	2	ME	Combined Heat and Power, Commercial Power	Petroleum	101
2019	2	ME	Combined Heat and Power, Commercial Power	Other Biomass	4263
2019	2	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	2	ME	Combined Heat and Power, Electric Power	Total	46020
2019	2	ME	Combined Heat and Power, Electric Power	Coal	5270
2019	2	ME	Combined Heat and Power, Electric Power	Natural Gas	253
2019	2	ME	Combined Heat and Power, Electric Power	Other	7901
2019	2	ME	Combined Heat and Power, Electric Power	Petroleum	368
2019	2	ME	Combined Heat and Power, Electric Power	Other Biomass	47
2019	2	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	32180
2019	2	ME	Electric Generators, Independent Power Producers	Total	666262
2019	2	ME	Electric Generators, Independent Power Producers	Coal	0
2019	2	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	254027
2019	2	ME	Electric Generators, Independent Power Producers	Natural Gas	114266
2019	2	ME	Electric Generators, Independent Power Producers	Other	2987
2019	2	ME	Electric Generators, Independent Power Producers	Petroleum	41
2019	2	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	621
2019	2	ME	Electric Generators, Independent Power Producers	Other Biomass	4660
2019	2	ME	Electric Generators, Independent Power Producers	Wind	212814
2019	2	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	76846
2019	2	ME	Electric Generators, Electric Utilities	Total	0
2019	2	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	3	ME	Total Electric Power Industry	Total	907505
2019	3	ME	Total Electric Power Industry	Coal	9631
2019	3	ME	Total Electric Power Industry	Hydroelectric Conventional	297921
2019	3	ME	Total Electric Power Industry	Natural Gas	131220
2019	3	ME	Total Electric Power Industry	Other	31639
2019	3	ME	Total Electric Power Industry	Petroleum	2567
2019	3	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	968
2019	3	ME	Total Electric Power Industry	Other Biomass	10351
2019	3	ME	Total Electric Power Industry	Wind	229463
2019	3	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	193745
2019	3	ME	Combined Heat and Power, Industrial Power	Total	157503
2019	3	ME	Combined Heat and Power, Industrial Power	Coal	2513
2019	3	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	10376
2019	3	ME	Combined Heat and Power, Industrial Power	Natural Gas	32037
2019	3	ME	Combined Heat and Power, Industrial Power	Other	13866
2019	3	ME	Combined Heat and Power, Industrial Power	Petroleum	622
2019	3	ME	Combined Heat and Power, Industrial Power	Other Biomass	847
2019	3	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	97242
2019	3	ME	Combined Heat and Power, Commercial Power	Total	11998
2019	3	ME	Combined Heat and Power, Commercial Power	Natural Gas	2456
2019	3	ME	Combined Heat and Power, Commercial Power	Other	5205
2019	3	ME	Combined Heat and Power, Commercial Power	Petroleum	78
2019	3	ME	Combined Heat and Power, Commercial Power	Other Biomass	4259
2019	3	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	3	ME	Combined Heat and Power, Electric Power	Total	48454
2019	3	ME	Combined Heat and Power, Electric Power	Coal	7119
2019	3	ME	Combined Heat and Power, Electric Power	Natural Gas	159
2019	3	ME	Combined Heat and Power, Electric Power	Other	9491
2019	3	ME	Combined Heat and Power, Electric Power	Petroleum	1644
2019	3	ME	Combined Heat and Power, Electric Power	Other Biomass	264
2019	3	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	29777
2019	3	ME	Electric Generators, Independent Power Producers	Total	689550
2019	3	ME	Electric Generators, Independent Power Producers	Coal	0
2019	3	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	287545
2019	3	ME	Electric Generators, Independent Power Producers	Natural Gas	96567
2019	3	ME	Electric Generators, Independent Power Producers	Other	3077
2019	3	ME	Electric Generators, Independent Power Producers	Petroleum	222
2019	3	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	968
2019	3	ME	Electric Generators, Independent Power Producers	Other Biomass	4981
2019	3	ME	Electric Generators, Independent Power Producers	Wind	229463
2019	3	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	66726
2019	3	ME	Electric Generators, Electric Utilities	Total	0
2019	3	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	4	ME	Total Electric Power Industry	Total	815997
2019	4	ME	Total Electric Power Industry	Coal	7458
2019	4	ME	Total Electric Power Industry	Hydroelectric Conventional	267688
2019	4	ME	Total Electric Power Industry	Natural Gas	61042
2019	4	ME	Total Electric Power Industry	Other	29606
2019	4	ME	Total Electric Power Industry	Petroleum	1588
2019	4	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	1120
2019	4	ME	Total Electric Power Industry	Other Biomass	9109
2019	4	ME	Total Electric Power Industry	Wind	259819
2019	4	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	178568
2019	4	ME	Combined Heat and Power, Industrial Power	Total	149366
2019	4	ME	Combined Heat and Power, Industrial Power	Coal	2600
2019	4	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	9275
2019	4	ME	Combined Heat and Power, Industrial Power	Natural Gas	35713
2019	4	ME	Combined Heat and Power, Industrial Power	Other	10711
2019	4	ME	Combined Heat and Power, Industrial Power	Petroleum	826
2019	4	ME	Combined Heat and Power, Industrial Power	Other Biomass	261
2019	4	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	89982
2019	4	ME	Combined Heat and Power, Commercial Power	Total	10276
2019	4	ME	Combined Heat and Power, Commercial Power	Natural Gas	2456
2019	4	ME	Combined Heat and Power, Commercial Power	Other	4201
2019	4	ME	Combined Heat and Power, Commercial Power	Petroleum	182
2019	4	ME	Combined Heat and Power, Commercial Power	Other Biomass	3437
2019	4	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	4	ME	Combined Heat and Power, Electric Power	Total	49781
2019	4	ME	Combined Heat and Power, Electric Power	Coal	4858
2019	4	ME	Combined Heat and Power, Electric Power	Natural Gas	0
2019	4	ME	Combined Heat and Power, Electric Power	Other	11422
2019	4	ME	Combined Heat and Power, Electric Power	Petroleum	520
2019	4	ME	Combined Heat and Power, Electric Power	Other Biomass	487
2019	4	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	32495
2019	4	ME	Electric Generators, Independent Power Producers	Total	606574
2019	4	ME	Electric Generators, Independent Power Producers	Coal	0
2019	4	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	258413
2019	4	ME	Electric Generators, Independent Power Producers	Natural Gas	22872
2019	4	ME	Electric Generators, Independent Power Producers	Other	3273
2019	4	ME	Electric Generators, Independent Power Producers	Petroleum	60
2019	4	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1120
2019	4	ME	Electric Generators, Independent Power Producers	Other Biomass	4925
2019	4	ME	Electric Generators, Independent Power Producers	Wind	259819
2019	4	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	56092
2019	4	ME	Electric Generators, Electric Utilities	Total	0
2019	4	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	5	ME	Total Electric Power Industry	Total	821577
2019	5	ME	Total Electric Power Industry	Coal	4608
2019	5	ME	Total Electric Power Industry	Hydroelectric Conventional	283299
2019	5	ME	Total Electric Power Industry	Natural Gas	103084
2019	5	ME	Total Electric Power Industry	Other	30133
2019	5	ME	Total Electric Power Industry	Petroleum	822
2019	5	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	1179
2019	5	ME	Total Electric Power Industry	Other Biomass	9894
2019	5	ME	Total Electric Power Industry	Wind	183953
2019	5	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	204604
2019	5	ME	Combined Heat and Power, Industrial Power	Total	145507
2019	5	ME	Combined Heat and Power, Industrial Power	Coal	1751
2019	5	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	9750
2019	5	ME	Combined Heat and Power, Industrial Power	Natural Gas	32224
2019	5	ME	Combined Heat and Power, Industrial Power	Other	9294
2019	5	ME	Combined Heat and Power, Industrial Power	Petroleum	464
2019	5	ME	Combined Heat and Power, Industrial Power	Other Biomass	522
2019	5	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	91502
2019	5	ME	Combined Heat and Power, Commercial Power	Total	9844
2019	5	ME	Combined Heat and Power, Commercial Power	Natural Gas	2332
2019	5	ME	Combined Heat and Power, Commercial Power	Other	4018
2019	5	ME	Combined Heat and Power, Commercial Power	Petroleum	206
2019	5	ME	Combined Heat and Power, Commercial Power	Other Biomass	3287
2019	5	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	5	ME	Combined Heat and Power, Electric Power	Total	50800
2019	5	ME	Combined Heat and Power, Electric Power	Coal	2857
2019	5	ME	Combined Heat and Power, Electric Power	Natural Gas	0
2019	5	ME	Combined Heat and Power, Electric Power	Other	12966
2019	5	ME	Combined Heat and Power, Electric Power	Petroleum	107
2019	5	ME	Combined Heat and Power, Electric Power	Other Biomass	482
2019	5	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	34388
2019	5	ME	Electric Generators, Independent Power Producers	Total	615426
2019	5	ME	Electric Generators, Independent Power Producers	Coal	0
2019	5	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	273549
2019	5	ME	Electric Generators, Independent Power Producers	Natural Gas	68527
2019	5	ME	Electric Generators, Independent Power Producers	Other	3855
2019	5	ME	Electric Generators, Independent Power Producers	Petroleum	45
2019	5	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1179
2019	5	ME	Electric Generators, Independent Power Producers	Other Biomass	5603
2019	5	ME	Electric Generators, Independent Power Producers	Wind	183953
2019	5	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	78714
2019	5	ME	Electric Generators, Electric Utilities	Total	0
2019	5	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	6	ME	Total Electric Power Industry	Total	823189
2019	6	ME	Total Electric Power Industry	Coal	3768
2019	6	ME	Total Electric Power Industry	Hydroelectric Conventional	262536
2019	6	ME	Total Electric Power Industry	Natural Gas	122531
2019	6	ME	Total Electric Power Industry	Other	30316
2019	6	ME	Total Electric Power Industry	Petroleum	1366
2019	6	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	1317
2019	6	ME	Total Electric Power Industry	Other Biomass	10026
2019	6	ME	Total Electric Power Industry	Wind	189671
2019	6	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	201658
2019	6	ME	Combined Heat and Power, Industrial Power	Total	153923
2019	6	ME	Combined Heat and Power, Industrial Power	Coal	1531
2019	6	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	9023
2019	6	ME	Combined Heat and Power, Industrial Power	Natural Gas	35359
2019	6	ME	Combined Heat and Power, Industrial Power	Other	9682
2019	6	ME	Combined Heat and Power, Industrial Power	Petroleum	1017
2019	6	ME	Combined Heat and Power, Industrial Power	Other Biomass	730
2019	6	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	96580
2019	6	ME	Combined Heat and Power, Commercial Power	Total	10219
2019	6	ME	Combined Heat and Power, Commercial Power	Natural Gas	2696
2019	6	ME	Combined Heat and Power, Commercial Power	Other	4040
2019	6	ME	Combined Heat and Power, Commercial Power	Petroleum	178
2019	6	ME	Combined Heat and Power, Commercial Power	Other Biomass	3305
2019	6	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	6	ME	Combined Heat and Power, Electric Power	Total	47750
2019	6	ME	Combined Heat and Power, Electric Power	Coal	2237
2019	6	ME	Combined Heat and Power, Electric Power	Natural Gas	167
2019	6	ME	Combined Heat and Power, Electric Power	Other	12721
2019	6	ME	Combined Heat and Power, Electric Power	Petroleum	164
2019	6	ME	Combined Heat and Power, Electric Power	Other Biomass	505
2019	6	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	31956
2019	6	ME	Electric Generators, Independent Power Producers	Total	611297
2019	6	ME	Electric Generators, Independent Power Producers	Coal	0
2019	6	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	253512
2019	6	ME	Electric Generators, Independent Power Producers	Natural Gas	84309
2019	6	ME	Electric Generators, Independent Power Producers	Other	3874
2019	6	ME	Electric Generators, Independent Power Producers	Petroleum	7
2019	6	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1317
2019	6	ME	Electric Generators, Independent Power Producers	Other Biomass	5485
2019	6	ME	Electric Generators, Independent Power Producers	Wind	189671
2019	6	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	73123
2019	6	ME	Electric Generators, Electric Utilities	Total	0
2019	6	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	7	ME	Total Electric Power Industry	Total	920816
2019	7	ME	Total Electric Power Industry	Coal	5572
2019	7	ME	Total Electric Power Industry	Hydroelectric Conventional	273515
2019	7	ME	Total Electric Power Industry	Natural Gas	226546
2019	7	ME	Total Electric Power Industry	Other	30434
2019	7	ME	Total Electric Power Industry	Petroleum	7400
2019	7	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	1328
2019	7	ME	Total Electric Power Industry	Other Biomass	9667
2019	7	ME	Total Electric Power Industry	Wind	151596
2019	7	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	214758
2019	7	ME	Combined Heat and Power, Industrial Power	Total	179947
2019	7	ME	Combined Heat and Power, Industrial Power	Coal	2108
2019	7	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	9589
2019	7	ME	Combined Heat and Power, Industrial Power	Natural Gas	50087
2019	7	ME	Combined Heat and Power, Industrial Power	Other	11029
2019	7	ME	Combined Heat and Power, Industrial Power	Petroleum	678
2019	7	ME	Combined Heat and Power, Industrial Power	Other Biomass	641
2019	7	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	105815
2019	7	ME	Combined Heat and Power, Commercial Power	Total	10444
2019	7	ME	Combined Heat and Power, Commercial Power	Natural Gas	2785
2019	7	ME	Combined Heat and Power, Commercial Power	Other	4064
2019	7	ME	Combined Heat and Power, Commercial Power	Petroleum	270
2019	7	ME	Combined Heat and Power, Commercial Power	Other Biomass	3325
